Part,Year,Month,Day,TotalQty
R53024CNZ,2000,December,4,5
R53036CNZ,2000,December,4,3
R53038CNZ,2000,December,4,6
R53040CNZ,2000,December,4,4
R53041CNZ,2000,December,4,5
R53050CNZ,2000,December,4,3
R53051CNZ,2000,December,4,1
R53056CNZ,2000,December,4,2
R53057CNZ,2000,December,4,1
R53068CNZ,2000,December,4,5
R53069CNZ,2000,December,4,4
R5399CNZ,2000,December,4,2
R54011CNZ,2000,December,4,6
R54017CNZ,2000,December,4,4
R54097CNZ,2000,December,4,2
R54125CNZ,2000,December,4,6
R54153CNZ,2000,December,4,6
R54154CNZ,2000,December,4,2
R54181CNZ,2000,December,4,1
R54182CNZ,2000,December,4,3
R54186CNZ,2000,December,4,5
R5485CNZ,2000,December,4,3
R55097CNZ,2000,December,4,3
R55133CNZ,2000,December,4,6
R55159CNZ,2000,December,4,1
R582038CNZ,2000,December,4,3
R582039CNZ,2000,December,4,5
R682151CNZ,2000,December,4,5
R682263CNZ,2000,December,4,5
R781767CNZ,2000,December,4,3
R781768CNZ,2000,December,4,5
R980981CNZ,2000,December,4,4
R980984CNZ,2000,December,4,6
R981064CNZ,2000,December,4,2
R981500CNZ,2000,December,4,4
R981503CNZ,2000,December,4,6
R981956CNZ,2000,December,4,2
R981958CNZ,2000,December,4,4
R982036CNZ,2000,December,4,4
R982050CNZ,2000,December,4,4
R982051CNZ,2000,December,4,1
R982071CNZ,2000,December,4,3
R982073CNZ,2000,December,4,6
R982104CNZ,2000,December,4,1
R982109CNZ,2000,December,4,3
R982264CNZ,2000,December,4,3
R31257CNZ,2000,December,3,4
R31275CNZ,2000,December,3,2
R31314CNZ,2000,December,3,4
R31315CNZ,2000,December,3,6
R31323CNZ,2000,December,3,1
R31349CNZ,2000,December,3,4
R31356CNZ,2000,December,3,3
R31357CNZ,2000,December,3,3
R31363CNZ,2000,December,3,5
R31366CNZ,2000,December,3,3
R31392CNZ,2000,December,3,6
R31414CNZ,2000,December,3,6
R31434CNZ,2000,December,3,6
R31439CNZ,2000,December,3,5
R31440CNZ,2000,December,3,4
R31441CNZ,2000,December,3,4
R31443CNZ,2000,December,3,3
R31455CNZ,2000,December,3,4
R31479CNZ,2000,December,3,5
R31489CNZ,2000,December,3,5
R31498CNZ,2000,December,3,6
R31512CNZ,2000,December,3,2
R31541CNZ,2000,December,3,6
R31584CNZ,2000,December,3,2
R31585CNZ,2000,December,3,4
R31592CNZ,2000,December,3,5
R31593CNZ,2000,December,3,2
R31605CNZ,2000,December,3,5
R31636CNZ,2000,December,3,2
R34198CNZ,2000,December,3,6
R34203CNZ,2000,December,3,6
R34294CNZ,2000,December,3,5
R34303CNZ,2000,December,3,5
R34314CNZ,2000,December,3,1
R34386CNZ,2000,December,3,1
R34413CNZ,2000,December,3,3
R44888CNZ,2000,December,3,3
R53005CNZ,2000,December,3,6
R53006CNZ,2000,December,3,3
R53036CNZ,2000,December,3,2
R53038CNZ,2000,December,3,6
R53042CNZ,2000,December,3,3
R53044CNZ,2000,December,3,2
R53061CNZ,2000,December,3,4
R53068CNZ,2000,December,3,1
R5356CNZ,2000,December,3,6
R5386CNZ,2000,December,3,3
R54011CNZ,2000,December,3,2
R54017CNZ,2000,December,3,6
R54060CNZ,2000,December,3,6
R54093CNZ,2000,December,3,3
R54130CNZ,2000,December,3,2
R54131CNZ,2000,December,3,4
R54153CNZ,2000,December,3,5
R54186CNZ,2000,December,3,5
R55040CNZ,2000,December,3,3
R55097CNZ,2000,December,3,1
R55159CNZ,2000,December,3,5
R55199CNZ,2000,December,3,5
R55202CNZ,2000,December,3,1
R582060CNZ,2000,December,3,2
R582152CNZ,2000,December,3,2
R682151CNZ,2000,December,3,1
R980984CNZ,2000,December,3,3
R981165CNZ,2000,December,3,5
R982044CNZ,2000,December,3,4
R982045CNZ,2000,December,3,2
R982050CNZ,2000,December,3,2
R982051CNZ,2000,December,3,5
R982055CNZ,2000,December,3,5
R982097CNZ,2000,December,3,5
R982143CNZ,2000,December,3,4
R982285CNZ,2000,December,3,3
R982292CNZ,2000,December,3,5
R31029CNZ,2000,December,2,5
R31257CNZ,2000,December,2,6
R31311CNZ,2000,December,2,1
R31312CNZ,2000,December,2,5
R31314CNZ,2000,December,2,2
R31316CNZ,2000,December,2,6
R31336CNZ,2000,December,2,3
R31347CNZ,2000,December,2,1
R31360CNZ,2000,December,2,3
R31374CNZ,2000,December,2,5
R31375CNZ,2000,December,2,6
R31387CNZ,2000,December,2,1
R31420CNZ,2000,December,2,1
R31434CNZ,2000,December,2,2
R31435CNZ,2000,December,2,6
R31439CNZ,2000,December,2,2
R31440CNZ,2000,December,2,2
R31443CNZ,2000,December,2,5
R31447CNZ,2000,December,2,5
R31464CNZ,2000,December,2,4
R31470CNZ,2000,December,2,6
R31476CNZ,2000,December,2,4
R31488CNZ,2000,December,2,3
R31511CNZ,2000,December,2,5
R31567CNZ,2000,December,2,6
R31568CNZ,2000,December,2,2
R31584CNZ,2000,December,2,3
R31603CNZ,2000,December,2,1
R31623CNZ,2000,December,2,4
R3295CNZ,2000,December,2,6
R34143CNZ,2000,December,2,1
R34144CNZ,2000,December,2,5
R34203CNZ,2000,December,2,6
R34314CNZ,2000,December,2,2
R34317CNZ,2000,December,2,1
R34366CNZ,2000,December,2,5
R34368CNZ,2000,December,2,1
R34386CNZ,2000,December,2,3
R34413CNZ,2000,December,2,6
R53005CNZ,2000,December,2,3
R53006CNZ,2000,December,2,2
R53012CNZ,2000,December,2,4
R53038CNZ,2000,December,2,2
R53063CNZ,2000,December,2,5
R53064CNZ,2000,December,2,5
R53068CNZ,2000,December,2,1
R53069CNZ,2000,December,2,6
R54011CNZ,2000,December,2,3
R54017CNZ,2000,December,2,6
R54154CNZ,2000,December,2,6
R55097CNZ,2000,December,2,2
R581999CNZ,2000,December,2,4
R582033CNZ,2000,December,2,4
R982050CNZ,2000,December,2,4
R982051CNZ,2000,December,2,4
R982073CNZ,2000,December,2,3
R982097CNZ,2000,December,2,5
R982543CNZ,2000,December,2,4
R982570CNZ,2000,December,2,1
R31312CNZ,2000,December,1,1
R31314CNZ,2000,December,1,1
R31325CNZ,2000,December,1,2
R31349CNZ,2000,December,1,6
R31357CNZ,2000,December,1,5
R31372CNZ,2000,December,1,1
R31375CNZ,2000,December,1,2
R31414CNZ,2000,December,1,2
R31434CNZ,2000,December,1,4
R31440CNZ,2000,December,1,3
R31441CNZ,2000,December,1,6
R31443CNZ,2000,December,1,4
R31447CNZ,2000,December,1,3
R31455CNZ,2000,December,1,1
R31464CNZ,2000,December,1,6
R31469CNZ,2000,December,1,3
R31480CNZ,2000,December,1,4
R31481CNZ,2000,December,1,2
R31489CNZ,2000,December,1,3
R31512CNZ,2000,December,1,1
R31529CNZ,2000,December,1,5
R31531CNZ,2000,December,1,4
R31532CNZ,2000,December,1,5
R31538CNZ,2000,December,1,6
R31539CNZ,2000,December,1,1
R31567CNZ,2000,December,1,2
R31584CNZ,2000,December,1,2
R31590CNZ,2000,December,1,6
R31603CNZ,2000,December,1,2
R31610CNZ,2000,December,1,2
R31612CNZ,2000,December,1,3
R31623CNZ,2000,December,1,3
R31626CNZ,2000,December,1,4
R34143CNZ,2000,December,1,2
R34144CNZ,2000,December,1,5
R34247CNZ,2000,December,1,2
R34248CNZ,2000,December,1,5
R34272CNZ,2000,December,1,1
R34279CNZ,2000,December,1,5
R34303CNZ,2000,December,1,1
R34349CNZ,2000,December,1,5
R34360CNZ,2000,December,1,4
R34363CNZ,2000,December,1,3
R34426CNZ,2000,December,1,1
R34428CNZ,2000,December,1,6
R34431CNZ,2000,December,1,2
R53005CNZ,2000,December,1,4
R53006CNZ,2000,December,1,5
R53038CNZ,2000,December,1,6
R53040CNZ,2000,December,1,2
R53041CNZ,2000,December,1,3
R53062CNZ,2000,December,1,1
R54032CNZ,2000,December,1,1
R54134CNZ,2000,December,1,5
R54142CNZ,2000,December,1,5
R54153CNZ,2000,December,1,2
R54181CNZ,2000,December,1,6
R54182CNZ,2000,December,1,6
R54186CNZ,2000,December,1,6
R54193CNZ,2000,December,1,3
R55093CNZ,2000,December,1,5
R55094CNZ,2000,December,1,3
R55097CNZ,2000,December,1,3
R55133CNZ,2000,December,1,5
R55155CNZ,2000,December,1,6
R55174CNZ,2000,December,1,3
R55178CNZ,2000,December,1,2
R581999CNZ,2000,December,1,3
R681994CNZ,2000,December,1,4
R682151CNZ,2000,December,1,2
R781770CNZ,2000,December,1,6
R981053CNZ,2000,December,1,5
R981165CNZ,2000,December,1,5
R981956CNZ,2000,December,1,6
R981958CNZ,2000,December,1,1
R982044CNZ,2000,December,1,5
R982104CNZ,2000,December,1,2
R982285CNZ,2000,December,1,3
R982292CNZ,2000,December,1,3
R982311CNZ,2000,December,1,4
