Part,Year,Month,Day,TotalQty
R31312ONZ,2022,April,7,6
R31314ONZ,2022,April,7,2
R31315ONZ,2022,April,7,4
R31316ONZ,2022,April,7,4
R31318ONZ,2022,April,7,6
R31321ONZ,2022,April,7,2
R31325ONZ,2022,April,7,10
R31329ONZ,2022,April,7,2
R31337ONZ,2022,April,7,4
R31349ONZ,2022,April,7,14
R31357ONZ,2022,April,7,2
R31361ONZ,2022,April,7,2
R31363ONZ,2022,April,7,4
R31365ONZ,2022,April,7,4
R31366ONZ,2022,April,7,2
R31369ONZ,2022,April,7,2
R31372ONZ,2022,April,7,2
R31373ONZ,2022,April,7,4
R31375ONZ,2022,April,7,6
R31420ONZ,2022,April,7,16
R31424ONZ,2022,April,7,6
R31427ONZ,2022,April,7,8
R31432ONZ,2022,April,7,2
R31433ONZ,2022,April,7,2
R31434ONZ,2022,April,7,6
R31439ONZ,2022,April,7,4
R31440ONZ,2022,April,7,6
R31443ONZ,2022,April,7,2
R31455ONZ,2022,April,7,2
R31468ONZ,2022,April,7,2
R31479ONZ,2022,April,7,2
R31480ONZ,2022,April,7,2
R31481ONZ,2022,April,7,2
R31489ONZ,2022,April,7,2
R31493ONZ,2022,April,7,2
R31499ONZ,2022,April,7,2
R31509ONZ,2022,April,7,8
R31511ONZ,2022,April,7,2
R31512ONZ,2022,April,7,2
R31520ONZ,2022,April,7,2
R31532ONZ,2022,April,7,4
R31533ONZ,2022,April,7,4
R31542ONZ,2022,April,7,6
R31543ONZ,2022,April,7,4
R31550ONZ,2022,April,7,2
R31552ONZ,2022,April,7,4
R31553ONZ,2022,April,7,24
R31554ONZ,2022,April,7,2
R31568ONZ,2022,April,7,2
R31569ONZ,2022,April,7,2
R31583ONZ,2022,April,7,2
R31584ONZ,2022,April,7,10
R31590ONZ,2022,April,7,4
R31598ONZ,2022,April,7,2
R31599ONZ,2022,April,7,2
R31601ONZ,2022,April,7,2
R31603ONZ,2022,April,7,20
R31605ONZ,2022,April,7,2
R31608ONZ,2022,April,7,2
R31610ONZ,2022,April,7,4
R31612ONZ,2022,April,7,2
R31615ONZ,2022,April,7,2
R31623ONZ,2022,April,7,4
R31625ONZ,2022,April,7,14
R31636ONZ,2022,April,7,2
R31642ONZ,2022,April,7,2
R3296ONZ,2022,April,7,2
R34143ONZ,2022,April,7,2
R34144ONZ,2022,April,7,6
R34203ONZ,2022,April,7,8
R34248ONZ,2022,April,7,2
R34278ONZ,2022,April,7,2
R34279ONZ,2022,April,7,2
R34283ONZ,2022,April,7,2
R34294ONZ,2022,April,7,4
R34303ONZ,2022,April,7,8
R34312ONZ,2022,April,7,2
R34359ONZ,2022,April,7,2
R34364ONZ,2022,April,7,2
R34390ONZ,2022,April,7,4
R34431ONZ,2022,April,7,2
R34470ONZ,2022,April,7,12
R34491ONZ,2022,April,7,2
R44903ONZ,2022,April,7,2
R44930ONZ,2022,April,7,2
R45967ONZ,2022,April,7,1
R45968ONZ,2022,April,7,1
R53001ONZ,2022,April,7,2
R53004ONZ,2022,April,7,2
R53005ONZ,2022,April,7,2
R53006ONZ,2022,April,7,4
R53010ONZ,2022,April,7,2
R53011ONZ,2022,April,7,2
R53012ONZ,2022,April,7,2
R53025ONZ,2022,April,7,2
R53036ONZ,2022,April,7,6
R53038ONZ,2022,April,7,4
R53041ONZ,2022,April,7,2
R53050ONZ,2022,April,7,16
R53051ONZ,2022,April,7,18
R53061ONZ,2022,April,7,8
R53062ONZ,2022,April,7,8
R53068ONZ,2022,April,7,6
R53069ONZ,2022,April,7,2
R53071ONZ,2022,April,7,6
R5365ONZ,2022,April,7,2
R5383ONZ,2022,April,7,2
R54010ONZ,2022,April,7,2
R54011ONZ,2022,April,7,2
R54017ONZ,2022,April,7,4
R54093ONZ,2022,April,7,2
R54099ONZ,2022,April,7,2
R54100ONZ,2022,April,7,2
R54109ONZ,2022,April,7,2
R54111ONZ,2022,April,7,2
R54123ONZ,2022,April,7,2
R54125ONZ,2022,April,7,4
R54142ONZ,2022,April,7,8
R54153ONZ,2022,April,7,12
R54155ONZ,2022,April,7,2
R54166ONZ,2022,April,7,2
R54170ONZ,2022,April,7,2
R54176ONZ,2022,April,7,6
R54182ONZ,2022,April,7,2
R54186ONZ,2022,April,7,8
R54188ONZ,2022,April,7,2
R54189ONZ,2022,April,7,2
R54193ONZ,2022,April,7,4
R55054ONZ,2022,April,7,2
R55055ONZ,2022,April,7,2
R55072ONZ,2022,April,7,2
R55084ONZ,2022,April,7,2
R55085ONZ,2022,April,7,2
R55093ONZ,2022,April,7,4
R55094ONZ,2022,April,7,2
R55097ONZ,2022,April,7,6
R55098ONZ,2022,April,7,2
R55133ONZ,2022,April,7,8
R55144ONZ,2022,April,7,2
R55150ONZ,2022,April,7,4
R55151ONZ,2022,April,7,4
R55155ONZ,2022,April,7,2
R55159ONZ,2022,April,7,4
R55174ONZ,2022,April,7,14
R55178ONZ,2022,April,7,10
R55183ONZ,2022,April,7,2
R55184ONZ,2022,April,7,2
R55185ONZ,2022,April,7,4
R55196ONZ,2022,April,7,2
R582000ONZ,2022,April,7,2
R582034ONZ,2022,April,7,2
R582039ONZ,2022,April,7,2
R681995ONZ,2022,April,7,2
R682087ONZ,2022,April,7,2
R682151ONZ,2022,April,7,2
R682263ONZ,2022,April,7,4
R781099ONZ,2022,April,7,2
R781767ONZ,2022,April,7,4
R781768ONZ,2022,April,7,6
R980981ONZ,2022,April,7,2
R981053ONZ,2022,April,7,2
R981066ONZ,2022,April,7,2
R981214ONZ,2022,April,7,2
R981421ONZ,2022,April,7,2
R981470ONZ,2022,April,7,2
R981500ONZ,2022,April,7,6
R981835ONZ,2022,April,7,6
R981958ONZ,2022,April,7,8
R982045ONZ,2022,April,7,2
R982050ONZ,2022,April,7,2
R982051ONZ,2022,April,7,2
R982062ONZ,2022,April,7,4
R982091ONZ,2022,April,7,2
R982104ONZ,2022,April,7,4
R982264ONZ,2022,April,7,6
R982285ONZ,2022,April,7,2
R982292ONZ,2022,April,7,4
R982362ONZ,2022,April,7,2
R982566ONZ,2022,April,7,2
R982567ONZ,2022,April,7,2
R31250ONZ,2022,April,6,4
R31257ONZ,2022,April,6,16
R31270ONZ,2022,April,6,6
R31273ONZ,2022,April,6,2
R31275ONZ,2022,April,6,4
R31306ONZ,2022,April,6,2
R31311ONZ,2022,April,6,6
R31312ONZ,2022,April,6,10
R31318ONZ,2022,April,6,2
R31325ONZ,2022,April,6,4
R31347ONZ,2022,April,6,4
R31348ONZ,2022,April,6,4
R31349ONZ,2022,April,6,10
R31363ONZ,2022,April,6,6
R31365ONZ,2022,April,6,8
R31366ONZ,2022,April,6,4
R31367ONZ,2022,April,6,2
R31368ONZ,2022,April,6,4
R31369ONZ,2022,April,6,6
R31372ONZ,2022,April,6,12
R31373ONZ,2022,April,6,2
R31375ONZ,2022,April,6,4
R31402ONZ,2022,April,6,2
R31408ONZ,2022,April,6,2
R31414ONZ,2022,April,6,4
R31415ONZ,2022,April,6,2
R31420ONZ,2022,April,6,14
R31424ONZ,2022,April,6,10
R31427ONZ,2022,April,6,6
R31431ONZ,2022,April,6,2
R31432ONZ,2022,April,6,2
R31434ONZ,2022,April,6,6
R31435ONZ,2022,April,6,2
R31440ONZ,2022,April,6,2
R31443ONZ,2022,April,6,2
R31453ONZ,2022,April,6,2
R31455ONZ,2022,April,6,6
R31463ONZ,2022,April,6,2
R31464ONZ,2022,April,6,8
R31469ONZ,2022,April,6,2
R31479ONZ,2022,April,6,2
R31482ONZ,2022,April,6,2
R31483ONZ,2022,April,6,2
R31488ONZ,2022,April,6,4
R31489ONZ,2022,April,6,2
R31493ONZ,2022,April,6,2
R31499ONZ,2022,April,6,2
R31505ONZ,2022,April,6,6
R31509ONZ,2022,April,6,2
R31512ONZ,2022,April,6,6
R31529ONZ,2022,April,6,2
R31532ONZ,2022,April,6,2
R31533ONZ,2022,April,6,2
R31541ONZ,2022,April,6,2
R31542ONZ,2022,April,6,6
R31543ONZ,2022,April,6,8
R31544ONZ,2022,April,6,2
R31552ONZ,2022,April,6,2
R31553ONZ,2022,April,6,16
R31568ONZ,2022,April,6,6
R31569ONZ,2022,April,6,2
R31583ONZ,2022,April,6,4
R31584ONZ,2022,April,6,16
R31601ONZ,2022,April,6,6
R31603ONZ,2022,April,6,16
R31605ONZ,2022,April,6,2
R31608ONZ,2022,April,6,2
R31610ONZ,2022,April,6,2
R31612ONZ,2022,April,6,4
R31623ONZ,2022,April,6,4
R31624ONZ,2022,April,6,2
R31625ONZ,2022,April,6,10
R31661ONZ,2022,April,6,2
R3264ONZ,2022,April,6,2
R3295ONZ,2022,April,6,2
R34143ONZ,2022,April,6,4
R34144ONZ,2022,April,6,4
R34184ONZ,2022,April,6,2
R34203ONZ,2022,April,6,8
R34207ONZ,2022,April,6,2
R34248ONZ,2022,April,6,2
R34284ONZ,2022,April,6,2
R34286ONZ,2022,April,6,2
R34294ONZ,2022,April,6,6
R34296ONZ,2022,April,6,2
R34303ONZ,2022,April,6,8
R34349ONZ,2022,April,6,2
R34431ONZ,2022,April,6,4
R34470ONZ,2022,April,6,2
R5115ONZ,2022,April,6,2
R53000ONZ,2022,April,6,2
R53004ONZ,2022,April,6,4
R53005ONZ,2022,April,6,2
R53025ONZ,2022,April,6,2
R53036ONZ,2022,April,6,2
R53038ONZ,2022,April,6,8
R53041ONZ,2022,April,6,2
R53050ONZ,2022,April,6,2
R53051ONZ,2022,April,6,6
R53056ONZ,2022,April,6,4
R53057ONZ,2022,April,6,4
R53061ONZ,2022,April,6,2
R53062ONZ,2022,April,6,2
R53068ONZ,2022,April,6,12
R53069ONZ,2022,April,6,8
R5360ONZ,2022,April,6,2
R5362ONZ,2022,April,6,2
R5365ONZ,2022,April,6,2
R5383ONZ,2022,April,6,4
R5399ONZ,2022,April,6,2
R54048ONZ,2022,April,6,2
R54094ONZ,2022,April,6,8
R54098ONZ,2022,April,6,8
R54099ONZ,2022,April,6,2
R54100ONZ,2022,April,6,2
R54122ONZ,2022,April,6,4
R54123ONZ,2022,April,6,4
R54125ONZ,2022,April,6,8
R54142ONZ,2022,April,6,4
R54153ONZ,2022,April,6,8
R54154ONZ,2022,April,6,2
R54166ONZ,2022,April,6,4
R54176ONZ,2022,April,6,2
R54181ONZ,2022,April,6,2
R54182ONZ,2022,April,6,2
R54186ONZ,2022,April,6,8
R54193ONZ,2022,April,6,6
R54194ONZ,2022,April,6,2
R54196ONZ,2022,April,6,2
R55054ONZ,2022,April,6,2
R55066ONZ,2022,April,6,2
R55083ONZ,2022,April,6,2
R55085ONZ,2022,April,6,2
R55095ONZ,2022,April,6,2
R55097ONZ,2022,April,6,2
R55125ONZ,2022,April,6,2
R55126ONZ,2022,April,6,2
R55133ONZ,2022,April,6,2
R55147ONZ,2022,April,6,4
R55150ONZ,2022,April,6,2
R55151ONZ,2022,April,6,4
R55155ONZ,2022,April,6,2
R55159ONZ,2022,April,6,2
R55174ONZ,2022,April,6,18
R55177ONZ,2022,April,6,2
R55178ONZ,2022,April,6,18
R55185ONZ,2022,April,6,6
R55196ONZ,2022,April,6,2
R55199ONZ,2022,April,6,2
R55209ONZ,2022,April,6,4
R581045ONZ,2022,April,6,2
R581999ONZ,2022,April,6,12
R582000ONZ,2022,April,6,10
R582034ONZ,2022,April,6,4
R582039ONZ,2022,April,6,2
R582457ONZ,2022,April,6,2
R681994ONZ,2022,April,6,2
R681995ONZ,2022,April,6,2
R682151ONZ,2022,April,6,8
R781767ONZ,2022,April,6,2
R781768ONZ,2022,April,6,2
R981053ONZ,2022,April,6,2
R981064ONZ,2022,April,6,2
R981067ONZ,2022,April,6,2
R981199ONZ,2022,April,6,2
R981421ONZ,2022,April,6,4
R981470ONZ,2022,April,6,2
R981500ONZ,2022,April,6,4
R981503ONZ,2022,April,6,2
R981776ONZ,2022,April,6,2
R981787ONZ,2022,April,6,2
R981914ONZ,2022,April,6,2
R981956ONZ,2022,April,6,2
R981958ONZ,2022,April,6,8
R982008ONZ,2022,April,6,2
R982073ONZ,2022,April,6,4
R982104ONZ,2022,April,6,4
R982123ONZ,2022,April,6,2
R982264ONZ,2022,April,6,2
R982285ONZ,2022,April,6,2
R982292ONZ,2022,April,6,2
R982487ONZ,2022,April,6,2
R31050ONZ,2022,April,5,2
R31056ONZ,2022,April,5,2
R31257ONZ,2022,April,5,22
R31270ONZ,2022,April,5,2
R31275ONZ,2022,April,5,4
R31289ONZ,2022,April,5,2
R31299ONZ,2022,April,5,2
R31304ONZ,2022,April,5,4
R31306ONZ,2022,April,5,2
R31311ONZ,2022,April,5,10
R31312ONZ,2022,April,5,10
R31314ONZ,2022,April,5,4
R31315ONZ,2022,April,5,4
R31316ONZ,2022,April,5,2
R31318ONZ,2022,April,5,2
R31322ONZ,2022,April,5,4
R31337ONZ,2022,April,5,2
R31348ONZ,2022,April,5,4
R31349ONZ,2022,April,5,8
R31363ONZ,2022,April,5,4
R31365ONZ,2022,April,5,6
R31366ONZ,2022,April,5,6
R31372ONZ,2022,April,5,12
R31373ONZ,2022,April,5,6
R31375ONZ,2022,April,5,12
R31385ONZ,2022,April,5,2
R31387ONZ,2022,April,5,4
R31403ONZ,2022,April,5,2
R31414ONZ,2022,April,5,2
R31420ONZ,2022,April,5,20
R31424ONZ,2022,April,5,8
R31427ONZ,2022,April,5,8
R31433ONZ,2022,April,5,2
R31434ONZ,2022,April,5,6
R31439ONZ,2022,April,5,2
R31440ONZ,2022,April,5,6
R31441ONZ,2022,April,5,4
R31443ONZ,2022,April,5,12
R31447ONZ,2022,April,5,6
R31449ONZ,2022,April,5,1
R31450ONZ,2022,April,5,1
R31455ONZ,2022,April,5,6
R31463ONZ,2022,April,5,2
R31464ONZ,2022,April,5,10
R31468ONZ,2022,April,5,2
R31469ONZ,2022,April,5,2
R31479ONZ,2022,April,5,4
R31489ONZ,2022,April,5,4
R31498ONZ,2022,April,5,2
R31499ONZ,2022,April,5,4
R31505ONZ,2022,April,5,8
R31508ONZ,2022,April,5,2
R31509ONZ,2022,April,5,2
R31511ONZ,2022,April,5,2
R31512ONZ,2022,April,5,4
R31520ONZ,2022,April,5,2
R31542ONZ,2022,April,5,4
R31543ONZ,2022,April,5,2
R31544ONZ,2022,April,5,2
R31553ONZ,2022,April,5,16
R31568ONZ,2022,April,5,2
R31583ONZ,2022,April,5,6
R31584ONZ,2022,April,5,14
R31590ONZ,2022,April,5,4
R31603ONZ,2022,April,5,12
R31605ONZ,2022,April,5,4
R31610ONZ,2022,April,5,6
R31612ONZ,2022,April,5,6
R31624ONZ,2022,April,5,2
R31625ONZ,2022,April,5,22
R31635ONZ,2022,April,5,4
R31648ONZ,2022,April,5,2
R3264ONZ,2022,April,5,8
R3296ONZ,2022,April,5,6
R34143ONZ,2022,April,5,4
R34144ONZ,2022,April,5,4
R34168ONZ,2022,April,5,2
R34203ONZ,2022,April,5,6
R34256ONZ,2022,April,5,4
R34279ONZ,2022,April,5,6
R34294ONZ,2022,April,5,2
R34303ONZ,2022,April,5,6
R34349ONZ,2022,April,5,4
R34357ONZ,2022,April,5,2
R34371ONZ,2022,April,5,2
R34390ONZ,2022,April,5,2
R34426ONZ,2022,April,5,2
R34431ONZ,2022,April,5,2
R34470ONZ,2022,April,5,6
R53000ONZ,2022,April,5,4
R53004ONZ,2022,April,5,4
R53005ONZ,2022,April,5,4
R53006ONZ,2022,April,5,12
R53010ONZ,2022,April,5,2
R53013ONZ,2022,April,5,2
R53014ONZ,2022,April,5,2
R53025ONZ,2022,April,5,2
R53026ONZ,2022,April,5,2
R53027ONZ,2022,April,5,2
R53036ONZ,2022,April,5,8
R53038ONZ,2022,April,5,6
R53050ONZ,2022,April,5,10
R53051ONZ,2022,April,5,8
R53056ONZ,2022,April,5,2
R53057ONZ,2022,April,5,2
R53061ONZ,2022,April,5,2
R53062ONZ,2022,April,5,2
R53068ONZ,2022,April,5,8
R53069ONZ,2022,April,5,4
R53071ONZ,2022,April,5,2
R5383ONZ,2022,April,5,4
R5399ONZ,2022,April,5,2
R54094ONZ,2022,April,5,2
R54098ONZ,2022,April,5,2
R54109ONZ,2022,April,5,2
R54111ONZ,2022,April,5,2
R54122ONZ,2022,April,5,2
R54123ONZ,2022,April,5,6
R54125ONZ,2022,April,5,2
R54126ONZ,2022,April,5,2
R54142ONZ,2022,April,5,2
R54153ONZ,2022,April,5,6
R54166ONZ,2022,April,5,2
R54176ONZ,2022,April,5,4
R54181ONZ,2022,April,5,2
R54182ONZ,2022,April,5,2
R54186ONZ,2022,April,5,8
R54193ONZ,2022,April,5,2
R54194ONZ,2022,April,5,2
R55039ONZ,2022,April,5,2
R55055ONZ,2022,April,5,2
R55066ONZ,2022,April,5,2
R55085ONZ,2022,April,5,4
R55097ONZ,2022,April,5,12
R55119ONZ,2022,April,5,2
R55122ONZ,2022,April,5,2
R55133ONZ,2022,April,5,10
R55147ONZ,2022,April,5,2
R55150ONZ,2022,April,5,2
R55151ONZ,2022,April,5,2
R55159ONZ,2022,April,5,4
R55174ONZ,2022,April,5,6
R55177ONZ,2022,April,5,2
R55178ONZ,2022,April,5,6
R55185ONZ,2022,April,5,6
R55196ONZ,2022,April,5,2
R55199ONZ,2022,April,5,4
R581999ONZ,2022,April,5,4
R582000ONZ,2022,April,5,2
R582034ONZ,2022,April,5,6
R582152ONZ,2022,April,5,2
R682151ONZ,2022,April,5,2
R682263ONZ,2022,April,5,2
R781138ONZ,2022,April,5,2
R781766ONZ,2022,April,5,2
R980981ONZ,2022,April,5,4
R981053ONZ,2022,April,5,2
R981067ONZ,2022,April,5,2
R981835ONZ,2022,April,5,4
R981956ONZ,2022,April,5,2
R981958ONZ,2022,April,5,18
R982069ONZ,2022,April,5,2
R982073ONZ,2022,April,5,6
R982091ONZ,2022,April,5,2
R982104ONZ,2022,April,5,4
R982129ONZ,2022,April,5,2
R982130ONZ,2022,April,5,2
R982362ONZ,2022,April,5,4
R982495ONZ,2022,April,5,2
R982498ONZ,2022,April,5,2
R982566ONZ,2022,April,5,2
R31043ONZ,2022,April,4,2
R31247ONZ,2022,April,4,2
R31257ONZ,2022,April,4,8
R31273ONZ,2022,April,4,2
R31275ONZ,2022,April,4,4
R31295ONZ,2022,April,4,2
R31304ONZ,2022,April,4,2
R31306ONZ,2022,April,4,2
R31311ONZ,2022,April,4,4
R31312ONZ,2022,April,4,10
R31314ONZ,2022,April,4,2
R31315ONZ,2022,April,4,4
R31316ONZ,2022,April,4,4
R31318ONZ,2022,April,4,4
R31322ONZ,2022,April,4,4
R31325ONZ,2022,April,4,8
R31347ONZ,2022,April,4,2
R31348ONZ,2022,April,4,6
R31349ONZ,2022,April,4,32
R31357ONZ,2022,April,4,2
R31363ONZ,2022,April,4,4
R31365ONZ,2022,April,4,4
R31366ONZ,2022,April,4,2
R31368ONZ,2022,April,4,6
R31369ONZ,2022,April,4,6
R31372ONZ,2022,April,4,20
R31373ONZ,2022,April,4,2
R31375ONZ,2022,April,4,12
R31387ONZ,2022,April,4,4
R31403ONZ,2022,April,4,4
R31410ONZ,2022,April,4,4
R31412ONZ,2022,April,4,4
R31414ONZ,2022,April,4,2
R31418ONZ,2022,April,4,2
R31420ONZ,2022,April,4,12
R31424ONZ,2022,April,4,14
R31427ONZ,2022,April,4,8
R31430ONZ,2022,April,4,2
R31431ONZ,2022,April,4,2
R31433ONZ,2022,April,4,4
R31434ONZ,2022,April,4,6
R31435ONZ,2022,April,4,2
R31439ONZ,2022,April,4,2
R31440ONZ,2022,April,4,4
R31443ONZ,2022,April,4,2
R31447ONZ,2022,April,4,2
R31453ONZ,2022,April,4,4
R31455ONZ,2022,April,4,2
R31464ONZ,2022,April,4,2
R31468ONZ,2022,April,4,2
R31479ONZ,2022,April,4,6
R31483ONZ,2022,April,4,2
R31493ONZ,2022,April,4,2
R31505ONZ,2022,April,4,4
R31508ONZ,2022,April,4,4
R31509ONZ,2022,April,4,4
R31512ONZ,2022,April,4,14
R31529ONZ,2022,April,4,2
R31532ONZ,2022,April,4,2
R31533ONZ,2022,April,4,2
R31538ONZ,2022,April,4,2
R31539ONZ,2022,April,4,2
R31542ONZ,2022,April,4,4
R31543ONZ,2022,April,4,2
R31545ONZ,2022,April,4,2
R31550ONZ,2022,April,4,2
R31552ONZ,2022,April,4,4
R31553ONZ,2022,April,4,30
R31554ONZ,2022,April,4,2
R31584ONZ,2022,April,4,18
R31598ONZ,2022,April,4,2
R31601ONZ,2022,April,4,2
R31603ONZ,2022,April,4,14
R31605ONZ,2022,April,4,4
R31608ONZ,2022,April,4,2
R31610ONZ,2022,April,4,4
R31611ONZ,2022,April,4,2
R31612ONZ,2022,April,4,8
R31623ONZ,2022,April,4,6
R31625ONZ,2022,April,4,14
R31636ONZ,2022,April,4,2
R31648ONZ,2022,April,4,4
R31661ONZ,2022,April,4,2
R3264ONZ,2022,April,4,2
R3291ONZ,2022,April,4,2
R3296ONZ,2022,April,4,6
R34055ONZ,2022,April,4,2
R34140ONZ,2022,April,4,2
R34143ONZ,2022,April,4,2
R34144ONZ,2022,April,4,2
R34203ONZ,2022,April,4,10
R34206ONZ,2022,April,4,2
R34237ONZ,2022,April,4,1
R34255ONZ,2022,April,4,2
R34256ONZ,2022,April,4,2
R34258ONZ,2022,April,4,1
R34279ONZ,2022,April,4,2
R34287ONZ,2022,April,4,2
R34303ONZ,2022,April,4,8
R34306ONZ,2022,April,4,2
R34347ONZ,2022,April,4,2
R34364ONZ,2022,April,4,2
R34371ONZ,2022,April,4,2
R34403ONZ,2022,April,4,2
R34431ONZ,2022,April,4,2
R34470ONZ,2022,April,4,4
R34487ONZ,2022,April,4,2
R34488ONZ,2022,April,4,2
R3464ONZ,2022,April,4,2
R53001ONZ,2022,April,4,2
R53005ONZ,2022,April,4,18
R53006ONZ,2022,April,4,12
R53025ONZ,2022,April,4,2
R53036ONZ,2022,April,4,6
R53038ONZ,2022,April,4,2
R53050ONZ,2022,April,4,10
R53051ONZ,2022,April,4,12
R53061ONZ,2022,April,4,6
R53062ONZ,2022,April,4,6
R53068ONZ,2022,April,4,10
R53069ONZ,2022,April,4,8
R53071ONZ,2022,April,4,4
R5399ONZ,2022,April,4,2
R54017ONZ,2022,April,4,2
R54094ONZ,2022,April,4,6
R54095ONZ,2022,April,4,2
R54098ONZ,2022,April,4,6
R54099ONZ,2022,April,4,2
R54100ONZ,2022,April,4,2
R54111ONZ,2022,April,4,6
R54123ONZ,2022,April,4,6
R54125ONZ,2022,April,4,2
R54141ONZ,2022,April,4,2
R54142ONZ,2022,April,4,6
R54153ONZ,2022,April,4,8
R54154ONZ,2022,April,4,6
R54155ONZ,2022,April,4,2
R54156ONZ,2022,April,4,2
R54161ONZ,2022,April,4,4
R54170ONZ,2022,April,4,2
R54176ONZ,2022,April,4,2
R54179ONZ,2022,April,4,2
R54181ONZ,2022,April,4,6
R54186ONZ,2022,April,4,2
R54188ONZ,2022,April,4,2
R54189ONZ,2022,April,4,2
R55055ONZ,2022,April,4,2
R55072ONZ,2022,April,4,6
R55083ONZ,2022,April,4,2
R55093ONZ,2022,April,4,4
R55094ONZ,2022,April,4,6
R55095ONZ,2022,April,4,2
R55097ONZ,2022,April,4,2
R55144ONZ,2022,April,4,2
R55150ONZ,2022,April,4,2
R55151ONZ,2022,April,4,4
R55174ONZ,2022,April,4,6
R55178ONZ,2022,April,4,4
R55185ONZ,2022,April,4,4
R55202ONZ,2022,April,4,2
R581999ONZ,2022,April,4,4
R582034ONZ,2022,April,4,6
R682151ONZ,2022,April,4,2
R682263ONZ,2022,April,4,6
R781109ONZ,2022,April,4,2
R781766ONZ,2022,April,4,2
R781767ONZ,2022,April,4,2
R981053ONZ,2022,April,4,4
R981421ONZ,2022,April,4,2
R981470ONZ,2022,April,4,4
R981500ONZ,2022,April,4,2
R981503ONZ,2022,April,4,4
R981835ONZ,2022,April,4,4
R981958ONZ,2022,April,4,18
R982008ONZ,2022,April,4,2
R982073ONZ,2022,April,4,2
R982091ONZ,2022,April,4,2
R982104ONZ,2022,April,4,4
R982123ONZ,2022,April,4,4
R982264ONZ,2022,April,4,2
R982311ONZ,2022,April,4,2
R982487ONZ,2022,April,4,2
R31043ONZ,2022,April,3,2
R31075ONZ,2022,April,3,2
R31257ONZ,2022,April,3,12
R31266ONZ,2022,April,3,2
R31270ONZ,2022,April,3,8
R31275ONZ,2022,April,3,2
R31299ONZ,2022,April,3,2
R31306ONZ,2022,April,3,4
R31311ONZ,2022,April,3,4
R31312ONZ,2022,April,3,10
R31322ONZ,2022,April,3,4
R31335ONZ,2022,April,3,2
R31336ONZ,2022,April,3,4
R31337ONZ,2022,April,3,4
R31339ONZ,2022,April,3,2
R31347ONZ,2022,April,3,4
R31348ONZ,2022,April,3,4
R31349ONZ,2022,April,3,12
R31363ONZ,2022,April,3,2
R31365ONZ,2022,April,3,2
R31366ONZ,2022,April,3,4
R31368ONZ,2022,April,3,2
R31369ONZ,2022,April,3,2
R31372ONZ,2022,April,3,4
R31373ONZ,2022,April,3,2
R31375ONZ,2022,April,3,8
R31389ONZ,2022,April,3,2
R31403ONZ,2022,April,3,2
R31406ONZ,2022,April,3,2
R31418ONZ,2022,April,3,2
R31420ONZ,2022,April,3,14
R31424ONZ,2022,April,3,8
R31427ONZ,2022,April,3,8
R31432ONZ,2022,April,3,2
R31433ONZ,2022,April,3,4
R31434ONZ,2022,April,3,2
R31439ONZ,2022,April,3,2
R31443ONZ,2022,April,3,6
R31452ONZ,2022,April,3,2
R31453ONZ,2022,April,3,2
R31455ONZ,2022,April,3,4
R31464ONZ,2022,April,3,4
R31468ONZ,2022,April,3,2
R31469ONZ,2022,April,3,2
R31479ONZ,2022,April,3,2
R31493ONZ,2022,April,3,4
R31505ONZ,2022,April,3,2
R31508ONZ,2022,April,3,2
R31509ONZ,2022,April,3,2
R31511ONZ,2022,April,3,4
R31512ONZ,2022,April,3,8
R31528ONZ,2022,April,3,2
R31542ONZ,2022,April,3,2
R31543ONZ,2022,April,3,2
R31544ONZ,2022,April,3,6
R31552ONZ,2022,April,3,4
R31553ONZ,2022,April,3,18
R31584ONZ,2022,April,3,8
R31603ONZ,2022,April,3,12
R31605ONZ,2022,April,3,2
R31612ONZ,2022,April,3,2
R31623ONZ,2022,April,3,4
R31625ONZ,2022,April,3,6
R3296ONZ,2022,April,3,2
R34143ONZ,2022,April,3,6
R34144ONZ,2022,April,3,6
R34203ONZ,2022,April,3,14
R34274ONZ,2022,April,3,2
R34303ONZ,2022,April,3,2
R34366ONZ,2022,April,3,2
R34367ONZ,2022,April,3,2
R34398ONZ,2022,April,3,4
R34470ONZ,2022,April,3,4
R34491ONZ,2022,April,3,2
R5118ONZ,2022,April,3,2
R5119ONZ,2022,April,3,2
R53005ONZ,2022,April,3,8
R53006ONZ,2022,April,3,4
R53036ONZ,2022,April,3,2
R53038ONZ,2022,April,3,6
R53040ONZ,2022,April,3,6
R53041ONZ,2022,April,3,6
R53050ONZ,2022,April,3,8
R53051ONZ,2022,April,3,18
R53061ONZ,2022,April,3,2
R53062ONZ,2022,April,3,2
R53068ONZ,2022,April,3,8
R53069ONZ,2022,April,3,4
R53071ONZ,2022,April,3,2
R5360ONZ,2022,April,3,2
R54030ONZ,2022,April,3,4
R54032ONZ,2022,April,3,2
R54094ONZ,2022,April,3,4
R54098ONZ,2022,April,3,2
R54111ONZ,2022,April,3,2
R54122ONZ,2022,April,3,2
R54123ONZ,2022,April,3,2
R54153ONZ,2022,April,3,10
R54154ONZ,2022,April,3,2
R54156ONZ,2022,April,3,2
R54161ONZ,2022,April,3,2
R54176ONZ,2022,April,3,4
R54181ONZ,2022,April,3,4
R54182ONZ,2022,April,3,6
R54186ONZ,2022,April,3,6
R54193ONZ,2022,April,3,2
R55080ONZ,2022,April,3,2
